,price,rent_price,area_m2,room_number,year,floor_number,features
1447,599000.0,300.0,40.0,2.0,,floor_2,[]
1448,880000.0,420.0,75.7,3.0,,floor_2,['piwnica']
1449,1165000.0,650.0,55.55,2.0,,floor_5,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1450,610000.0,600.0,64.0,3.0,,floor_3,"['balkon', 'piwnica']"
1451,890000.0,450.0,41.94,2.0,2020.0,floor_3,"['internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1452,632000.0,,63.84,3.0,2021.0,floor_1,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'oddzielna kuchnia']"
1453,,,88.83,4.0,2023.0,floor_1,"['garaż/miejsce parkingowe', 'balkon', 'winda']"
1454,565000.0,,71.23,3.0,2022.0,floor_1,"['garaż/miejsce parkingowe', 'balkon', 'winda']"
1455,,,46.11,2.0,2025.0,floor_2,"['garaż/miejsce parkingowe', 'winda']"
1456,,,57.12,3.0,2025.0,ground_floor,"['garaż/miejsce parkingowe', 'ogródek', 'winda']"
1457,659000.0,600.0,66.3,3.0,2011.0,floor_3,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1458,429000.0,,46.0,1.0,2021.0,floor_4,"['teren zamknięty', 'domofon / wideofon', 'zmywarka', 'meble', 'piekarnik', 'kuchenka', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1459,539000.0,650.0,58.95,2.0,1981.0,floor_6,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'monitoring / ochrona', 'kuchenka', 'balkon', 'piwnica', 'winda', 'oddzielna kuchnia']"
1460,429000.0,400.0,38.0,2.0,2022.0,floor_1,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1461,559000.0,400.0,28.1,2.0,2023.0,floor_4,"['internet', 'domofon / wideofon', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1462,685000.0,,36.31,2.0,2023.0,floor_2,"['internet', 'domofon / wideofon', 'lodówka', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1463,970000.0,,54.0,3.0,2016.0,floor_7,"['telewizja kablowa', 'internet', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'klimatyzacja', 'garaż/miejsce parkingowe', 'winda', 'taras', 'pom. użytkowe']"
1464,1473400.0,750.0,73.67,3.0,2022.0,floor_4,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'klimatyzacja', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1465,720000.0,450.0,34.16,2.0,2022.0,floor_3,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'balkon', 'winda', 'pom. użytkowe']"
1466,635000.0,450.0,35.0,2.0,2018.0,floor_3,"['internet', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1467,595000.0,450.0,36.91,2.0,,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'garaż/miejsce parkingowe']"
1468,720000.0,350.0,33.14,2.0,2019.0,floor_6,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'klimatyzacja', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1469,555000.0,650.0,55.6,3.0,1970.0,floor_3,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'meble', 'balkon', 'piwnica']"
1470,650000.0,,74.5,3.0,1981.0,floor_1,"['lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka']"
1471,3300000.0,1260.0,83.78,3.0,2012.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'klimatyzacja', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1472,520000.0,500.0,44.88,2.0,2012.0,ground_floor,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'pom. użytkowe']"
1473,830000.0,420.0,71.0,4.0,1920.0,floor_1,"['drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'garaż/miejsce parkingowe', 'taras', 'pom. użytkowe']"
1474,440000.0,,45.0,2.0,,ground_floor,"['balkon', 'piwnica']"
1475,445345.0,399.0,54.03,3.0,2022.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda', 'oddzielna kuchnia', 'pom. użytkowe']"
1476,499000.0,550.0,52.0,2.0,2017.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1477,1477000.0,339.0,86.83,3.0,2007.0,floor_3,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'piwnica', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1478,680000.0,800.0,60.0,4.0,1970.0,floor_5,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'balkon', 'winda', 'oddzielna kuchnia']"
1479,399000.0,450.0,27.0,1.0,,floor_6,"['domofon / wideofon', 'meble', 'balkon', 'winda', 'pom. użytkowe']"
1480,930000.0,,87.9,4.0,2022.0,ground_floor,"['telewizja kablowa', 'internet', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'ogródek', 'pom. użytkowe']"
1481,490000.0,500.0,41.0,2.0,1976.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'monitoring / ochrona', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'piwnica', 'winda']"
1482,391110.0,,41.83,2.0,2024.0,floor_3,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'pom. użytkowe']"
1483,749000.0,400.0,40.0,2.0,2019.0,floor_4,"['zmywarka', 'lodówka', 'meble', 'piekarnik', 'telewizor', 'pralka', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda']"
1484,820000.0,261.0,41.12,2.0,2017.0,floor_3,"['internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1485,799000.0,800.0,85.2,3.0,1905.0,floor_3,"['telewizja kablowa', 'internet', 'domofon / wideofon', 'meble', 'piwnica']"
1486,830000.0,680.0,55.4,4.0,1994.0,ground_floor,"['telewizja kablowa', 'internet', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda']"
1487,790000.0,600.0,54.6,3.0,2018.0,floor_higher_10,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'garaż/miejsce parkingowe']"
1488,499000.0,450.0,50.0,2.0,2007.0,ground_floor,"['garaż/miejsce parkingowe', 'ogródek', 'pom. użytkowe']"
1489,400000.0,400.0,40.52,2.0,2022.0,floor_1,"['drzwi / okna antywłamaniowe', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1490,620000.0,640.0,49.0,2.0,1979.0,floor_4,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'balkon', 'piwnica', 'winda']"
1491,408960.0,,42.6,2.0,2023.0,floor_3,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda']"
1492,481160.0,,52.3,2.0,2023.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda']"
1493,441735.0,,53.87,3.0,2023.0,floor_1,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1494,349000.0,,41.23,2.0,,floor_1,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1495,364333.0,320.0,42.06,2.0,2022.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1496,899000.0,600.0,85.0,4.0,2017.0,ground_floor,"['garaż/miejsce parkingowe', 'ogródek', 'winda', 'pom. użytkowe']"
1497,352500.0,,34.83,2.0,2022.0,floor_4,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1498,363000.0,500.0,42.3,2.0,1970.0,floor_3,"['telewizja kablowa', 'internet', 'domofon / wideofon', 'lodówka', 'kuchenka', 'pralka', 'balkon', 'piwnica']"
1499,549900.0,,50.6,3.0,2022.0,floor_3,"['balkon', 'piwnica', 'garaż/miejsce parkingowe']"
1500,749600.0,,62.5,3.0,2013.0,floor_2,"['balkon', 'winda']"
1501,648800.0,,49.5,2.0,2013.0,floor_5,"['internet', 'teren zamknięty', 'monitoring / ochrona', 'balkon', 'winda']"
1502,890000.0,700.0,74.0,4.0,1990.0,floor_3,"['telewizja kablowa', 'internet', 'domofon / wideofon', 'balkon', 'garaż/miejsce parkingowe', 'oddzielna kuchnia']"
1503,529000.0,370.0,39.8,2.0,2020.0,floor_2,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda']"
1504,959000.0,,73.71,4.0,1910.0,floor_2,[]
1505,362500.0,,42.36,2.0,2023.0,floor_1,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras']"
1506,780000.0,500.0,56.0,3.0,2015.0,floor_4,"['monitoring / ochrona', 'domofon / wideofon', 'meble', 'lodówka', 'zmywarka', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1507,775992.0,,71.52,4.0,,floor_1,[]
1508,455664.0,399.0,51.72,3.0,2022.0,ground_floor,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'piwnica', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1509,469000.0,500.0,41.6,2.0,2012.0,floor_1,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'meble', 'balkon', 'winda']"
1510,490000.0,550.0,43.0,2.0,2013.0,floor_1,"['telewizja kablowa', 'internet', 'domofon / wideofon', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'balkon']"
1511,630000.0,600.0,64.3,3.0,2012.0,ground_floor,"['telewizja kablowa', 'internet', 'telefon', 'system alarmowy', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1512,369500.0,278.0,36.49,2.0,2022.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1513,699000.0,581.0,67.74,3.0,2002.0,ground_floor,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'garaż/miejsce parkingowe', 'ogródek', 'taras', 'dwupoziomowe']"
1514,464900.0,,53.66,3.0,2024.0,ground_floor,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1515,615000.0,500.0,88.0,4.0,1920.0,ground_floor,"['telewizja kablowa', 'telefon', 'piwnica', 'oddzielna kuchnia']"
1516,467000.0,565.0,51.9,2.0,2014.0,floor_1,"['internet', 'teren zamknięty', 'domofon / wideofon', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'balkon', 'garaż/miejsce parkingowe', 'pom. użytkowe']"
1517,669000.0,380.0,55.73,3.0,2016.0,floor_4,"['internet', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'telewizor', 'pralka', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1518,523000.0,500.0,40.25,2.0,,floor_7,"['monitoring / ochrona', 'winda', 'oddzielna kuchnia']"
1519,820000.0,,55.69,2.0,2015.0,floor_3,"['telewizja kablowa', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1520,980000.0,700.0,65.0,3.0,2021.0,floor_2,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'klimatyzacja', 'balkon', 'winda', 'pom. użytkowe']"
1521,910000.0,800.0,101.0,5.0,2004.0,floor_3,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'dwupoziomowe']"
1522,810628.0,,68.12,3.0,,floor_5,"['balkon', 'garaż/miejsce parkingowe', 'winda']"
1523,165000.0,130.0,19.5,2.0,,floor_2,"['lodówka', 'meble', 'kuchenka', 'pralka']"
1524,699000.0,980.0,65.6,3.0,1998.0,floor_2,"['zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'balkon', 'piwnica', 'garaż/miejsce parkingowe']"
1525,1199000.0,900.0,73.0,5.0,2016.0,floor_1,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1526,1267010.0,,98.6,4.0,2024.0,ground_floor,"['garaż/miejsce parkingowe', 'ogródek', 'taras']"
1527,545000.0,300.0,37.0,2.0,1930.0,floor_4,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'piwnica']"
1528,355000.0,,39.81,2.0,2021.0,floor_3,"['domofon / wideofon', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1529,610000.0,650.0,61.47,3.0,,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1530,399000.0,550.0,31.0,1.0,1970.0,ground_floor,"['internet', 'telefon', 'domofon / wideofon', 'piwnica', 'ogródek', 'winda']"
1531,1190000.0,650.0,107.0,5.0,1900.0,floor_3,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'piwnica']"
1532,525000.0,,50.06,2.0,2021.0,floor_1,"['telewizja kablowa', 'internet', 'telefon', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1533,600000.0,600.0,49.0,2.0,2012.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'balkon', 'garaż/miejsce parkingowe', 'pom. użytkowe']"
1534,810000.0,700.0,54.0,2.0,1957.0,floor_1,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'balkon', 'piwnica']"
1535,579000.0,500.0,33.0,2.0,2021.0,floor_1,"['teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1536,890000.0,,67.48,3.0,2021.0,floor_1,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1537,1100000.0,300.0,101.0,4.0,1965.0,ground_floor,"['internet', 'monitoring / ochrona', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'piwnica']"
1538,1300000.0,850.0,99.47,4.0,1910.0,floor_1,"['teren zamknięty', 'domofon / wideofon', 'balkon', 'piwnica', 'ogródek', 'pom. użytkowe']"
1539,770000.0,650.0,84.01,3.0,1903.0,ground_floor,"['internet', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'piwnica', 'ogródek', 'taras', 'pom. użytkowe']"
1540,1740000.0,850.0,85.4,3.0,2010.0,floor_3,"['telewizja kablowa', 'internet', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda']"
1541,410000.0,380.0,44.11,2.0,1930.0,floor_1,"['internet', 'domofon / wideofon', 'lodówka', 'meble', 'piwnica', 'garaż/miejsce parkingowe', 'pom. użytkowe']"
1542,1099000.0,850.0,60.1,3.0,2011.0,ground_floor,"['telewizja kablowa', 'internet', 'system alarmowy', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'klimatyzacja', 'piwnica', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1543,389000.0,350.0,39.02,2.0,2016.0,floor_1,"['domofon / wideofon', 'meble', 'balkon']"
1544,1397000.0,800.0,72.0,3.0,2021.0,floor_1,"['telewizja kablowa', 'internet', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'piekarnik', 'kuchenka', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1545,640000.0,,65.0,3.0,1990.0,floor_4,"['internet', 'domofon / wideofon', 'lodówka', 'balkon', 'piwnica', 'pom. użytkowe']"
1546,560000.0,500.0,57.5,3.0,1901.0,ground_floor,"['internet', 'domofon / wideofon', 'meble', 'piwnica']"
1547,730000.0,500.0,39.0,2.0,2019.0,floor_1,"['telewizja kablowa', 'internet', 'system alarmowy', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1548,635000.0,600.0,65.7,3.0,2015.0,floor_3,"['telewizja kablowa', 'internet', 'domofon / wideofon', 'meble', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda']"
1549,1299000.0,550.0,69.0,3.0,1940.0,floor_3,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'balkon', 'garaż/miejsce parkingowe']"
1550,1131912.0,,56.88,3.0,2023.0,floor_1,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1551,1252904.0,,62.96,3.0,2023.0,floor_2,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1552,1127136.0,,56.64,3.0,2023.0,floor_2,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'winda', 'taras', 'pom. użytkowe']"
1553,1054302.0,,52.98,3.0,2023.0,ground_floor,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1554,1592995.0,,80.05,4.0,2023.0,ground_floor,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1555,1139673.0,,57.27,3.0,2023.0,ground_floor,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1556,1054302.0,,52.98,3.0,2023.0,floor_1,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1557,1041367.0,,52.33,3.0,2023.0,ground_floor,"['drzwi / okna antywłamaniowe', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'taras', 'pom. użytkowe']"
1558,480000.0,280.0,30.0,2.0,2019.0,floor_3,"['balkon', 'garaż/miejsce parkingowe', 'winda']"
1559,599000.0,700.0,62.0,3.0,1980.0,floor_4,"['balkon', 'pom. użytkowe']"
1560,968342.0,,96.41,4.0,2023.0,floor_2,"['teren zamknięty', 'garaż/miejsce parkingowe', 'balkon', 'winda']"
1561,971988.0,,90.84,4.0,2023.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'teren zamknięty', 'domofon / wideofon', 'monitoring / ochrona', 'balkon', 'piwnica', 'garaż/miejsce parkingowe', 'winda']"
1562,535000.0,,55.73,2.0,2022.0,ground_floor,"['telewizja kablowa', 'internet', 'system alarmowy', 'teren zamknięty', 'domofon / wideofon', 'garaż/miejsce parkingowe', 'ogródek']"
1563,1550000.0,,83.23,4.0,2021.0,floor_3,"['domofon / wideofon', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1564,1090000.0,900.0,74.0,4.0,2017.0,floor_3,"['telewizja kablowa', 'internet', 'telefon', 'system alarmowy', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'meble', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1565,549000.0,550.0,57.6,3.0,2010.0,floor_2,"['telewizja kablowa', 'internet', 'teren zamknięty', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'balkon', 'garaż/miejsce parkingowe']"
1566,380000.0,279.0,25.5,1.0,1980.0,ground_floor,"['telewizja kablowa', 'internet', 'telefon', 'zmywarka', 'lodówka', 'meble', 'kuchenka', 'telewizor', 'pralka', 'garaż/miejsce parkingowe']"
1567,719000.0,480.0,61.0,3.0,2019.0,ground_floor,"['telewizja kablowa', 'internet', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'garaż/miejsce parkingowe', 'ogródek', 'winda', 'pom. użytkowe']"
1568,599000.0,500.0,50.71,2.0,2017.0,ground_floor,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'pralka', 'ogródek', 'pom. użytkowe']"
1569,400000.0,,33.0,2.0,,ground_floor,"['telewizja kablowa', 'internet', 'telefon', 'drzwi / okna antywłamaniowe', 'domofon / wideofon', 'piwnica']"
1570,1300000.0,900.0,85.0,3.0,2021.0,floor_higher_10,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'monitoring / ochrona', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1571,399000.0,,34.0,2.0,2022.0,floor_1,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'kuchenka', 'telewizor', 'pralka', 'balkon', 'garaż/miejsce parkingowe']"
1572,650000.0,650.0,58.84,3.0,2009.0,floor_4,"['internet', 'zmywarka', 'lodówka', 'meble', 'piekarnik', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1573,570000.0,350.0,60.0,3.0,1970.0,floor_1,"['domofon / wideofon', 'lodówka', 'piekarnik', 'kuchenka', 'pralka', 'piwnica', 'garaż/miejsce parkingowe']"
1574,450000.0,500.0,44.6,2.0,2012.0,floor_2,"['telewizja kablowa', 'internet', 'telefon', 'domofon / wideofon', 'balkon', 'garaż/miejsce parkingowe', 'winda', 'pom. użytkowe']"
1575,585000.0,600.0,57.6,2.0,2005.0,floor_2,"['telewizja kablowa', 'internet', 'teren zamknięty', 'domofon / wideofon', 'meble', 'balkon', 'piwnica', 'pom. użytkowe']"
